text,template,Domain,Categpry,SubCategory,Keyword
accordingly account allen attend batch bpms check class dear please student table time,1.0072E+18,,,,
 allen assisstance call for,1.00721E+18,,,,
ambakl bal clear customer dear your,1.00796E+18,,,,
 admission amity application dear form interest mumbai online showing start thanks university visit,1.70716E+18,,,,
angel broking connect dear fund investment mutual please related requirement,1.30716E+18,,,,
 campaign edit pashu post postid postrejected rejected sms true utm,1.00787E+18,,,,
 buying click congratulation free hello installation link number request smith treatment water your,1.00725E+18,,,,
 active com date days ensure issuance kindly link note please smooth submission submit timely today ubona,1.0076E+18,,,,
absli application apply insurance issuance otp policy pre regards the verification,1.10716E+18,,,,
 abc account classes code gandhinagar minutes validity verification,1.20717E+18,,,,
 abhi assistance call for hello limited number order placed private repair successfully team thank you your,1.20716E+18,,,,
aditya jantu otp verification your,1.30716E+18,,,,
 activation anaxee code digital runners,1.30716E+18,,,,
 anbhudan and awards business digital event greetings otp plannerss regards surprise thanks unique voting your,1.30717E+18,,,,
 aot code verification your,1.30716E+18,,,,
 baa bae bbf bcd,1.10717E+18,,,,
,1.10717E+18,,,,
 addition bit chicken everything fiery kfc new nice order peri sax spice spiced tried yet,1.00728E+18,,,,
 app bit coloneldoesntholdgrudges distant don download excl improved kfc lovers new offers optout worry,1.00782E+18,,,,
 agarwal balance brokers client dear debit ltd pvt share update,1.10716E+18,,,,
apollo ball bhat black clothes come comfortable fasting gandhinagar hospitals loose part pen pencil required,1.00716E+18,,,,
aranattukara avl bal credited dear inr oscb xxxxxxxxx your,1.20716E+18,,,,
 absl abslmf aditya birla direct favour folio fund growth lien marking oct received reference scheme units,1.00722E+18,,,,
 aditya birla capital reference,1.10716E+18,,,,
 abhyudaya activation already bank base branch call card for hotlisted missed please services thanks using visit xxxx your,1.10716E+18,,,,
 application bte complete completed dear get kindly pending registration scholarship secondary still student your,1.70716E+18,,,,
 apple authorised available benefits buy get iphone now reseller technext worth,1.70717E+18,,,,
 booking click inr know transaction,1.00716E+18,,,,
account and daksh enterprises from have reference regards sent software thank visit you,1.30716E+18,,,,
 add bonus cash com gamezy gamezys get now play ready tinyurl upto wallet world,1.0078E+18,,,,
 active app bit bonus cash everyday full gamezy get install lakh money real sign users win winning,1.00771E+18,,,,
avail com contest contests cricket discounts fantasy gamezy gamezys live make multiple now per play teams tinyurl upto,1.00776E+18,,,,
 app bit bonus cash download everyday full gamezy get lakh money play real sign users win winning,1.00735E+18,,,,
add also bit bonus cash diwali gamezy get jegcq more offer rewards rummy special upto winnings,1.00728E+18,,,,
 bank bankers batch call charan edu gate hub ikar krishnam monday nawalgarh new road singh ssc starts timing tower,1.00717E+18,,,,
 aalamara amount chits dated dear funds ltd oct pvt received regards via,1.20716E+18,,,,
 abhinav academy bhankrota dear prelims rank ras score series student test your,1.20716E+18,,,,
 alliance batch career cgl cgle days dear experienced faculties institute new opening selected ssc starting student years,1.00716E+18,,,,
otp,1.50716E+18,,,,
 anurag blessings ciap humble member rajasthan regards request support tomar vote,1.20717E+18,,,,
 blessings candidature ciap executive member omar post rajasthan regards respected seek support tomar,1.20717E+18,,,,
 anurag blessings candidature ciap good member morning post rajasthan regards seek support tomar,1.20717E+18,,,,
 aegon choosing credit dear group insurance issued life plan policy protection thank,1.10716E+18,,,,
 application banking click customer dear download https link please registered services successfully tollfree,1.00708E+18,,,,
 adhar aksair candidate card com dear documents marksheet pan passport photo profile salary selected size skyairwaysindia your,1.70717E+18,,,,
 auto cashback check details email enjoy fairmoney link loan mandate payments rewards set setting,1.10717E+18,,,,
 aditya amount birla customer date dear details due find insurance life please policy premium sun,1.10716E+18,,,,
 locked uid,1.10716E+18,,,,
alankar application discount for jewellers otp requested scheme user voucher,1.50716E+18,,,,
 add ansh call counsellors delhi education interest nagar our shastri shortly showing thanks,1.20716E+18,,,,
 and bazar branch contact diwali festival items mrp nearest now purti samadhan special sugar super,1.20717E+18,,,,
 accenture andatory attend begin career completed compliance days delighted experience invite joiner joining needs new njx non operations policy program training violation warm welcome within,1.10716E+18,,,,
ahldel dear login parent password portal respectively,1.00716E+18,,,,
 complaint kranti number products thank trusting your,1.20716E+18,,,,
 ambe call international intl kindly regards,1.70717E+18,,,,
 annamanada auctd drawn duedt mds next prized scb,1.20716E+18,,,,
,1.10716E+18,,,,
 caf cbe cbf ccd,1.10716E+18,,,,
,1.10717E+18,,,,
,1.10717E+18,,,,
,1.10716E+18,,,,
 baa bbf bca bcd,1.10716E+18,,,,
,1.10716E+18,,,,
,1.10716E+18,,,,
,1.10716E+18,,,,
 caf cbe cbf ccd,1.10716E+18,,,,
 acharya earliest fees pending please send,1.20716E+18,,,,
acml application confirmed from number status,1.10716E+18,,,,
 apollo appointment cancelled check gandhinagar hospitals immigration,1.00716E+18,,,,
 dear feedback give help hospital improving kindly madam our patients seconds service sir svp time use valuable your,1.00749E+18,,,,
 choosing hospital mrn now registered svp thank you,1.0074E+18,,,,
 date fee one payment receipt school std thank your,1.00716E+18,,,,
adharva amount applicable customer dear fees max ref transaction transfer xxxx,1.10716E+18,,,,
 changes contact for get ltd online pay please premium proposal revised safenet,1.10716E+18,,,,
 abmultiply app clicking complete dear earn easily login medals multiply now onelink online profile team,1.10716E+18,,,,
 acagarwal assistance call com contact dear for forgot madam mpin one otp password sir techsupport time your,1.10717E+18,,,,
alert arihantbank customer dear registration successful welcome xxxxxxx,1.10716E+18,,,,
 adda app check dated details for generated receipt towards,1.00767E+18,,,,
 amnsbm available balance clearing credited realization subject towards your,1.20717E+18,,,,
applicant appointment cancelled dear regards request team uidai upon,1.10716E+18,,,,
 click dramatically ifb improve machine performance,1.6071E+18,,,,
 essentials explore ifb perfectly,1.6071E+18,,,,
 akshay app chance deal double download fun get just kumar lucky meet oct offer reload till timezone two valid winners,1.10717E+18,,,,
 acko car claims day free get insuring keeping means pickup protected renew repairs,1.00712E+18,,,,
,1.00741E+18,,,,
,1.10716E+18,,,,
access add code details labs merchant redemption requested scans share snlt verification,1.20716E+18,,,,
 anaxee app otp partner your,1.30716E+18,,,,
 check dear details email order please received shopping thank you,1.00732E+18,,,,
 best qty regards short,1.50716E+18,,,,
 amuldairy artificial can change com insemination password username welcome you,1.00774E+18,,,,
,1.10717E+18,,,,
 activation aditya age birla coi condition days hazardous health insurance jobs max non policy sound time your yrs,1.00741E+18,,,,
 any cancellation check claim denial disclosure form issuance klr lead may non observed per policy post prop terms,1.00796E+18,,,,
 hrs now survey take,1.00733E+18,,,,
 aditya auth birla can customer health insurance intimation link policy pre received regards registered request shared status they times tracking update use via,1.0079E+18,,,,
 discount health premium questionnaire,1.00768E+18,,,,
 aditya amount approved auth birla customer initial insurance policy pre regards,1.00796E+18,,,,
 aditya birla claim click health insurance plan policy registered reimbursement request,1.00772E+18,,,,
 adda game how journey know learn now play poker start tutorial video watch weurl,1.10717E+18,,,,
 adda free friends get hey invite now play refer rewarded simple sit ticket tournament way weurl win,1.10717E+18,,,,
 account adda checked claim daily gone have hey join log login not now reward surprise then weurl yet,1.10717E+18,,,,
 account adda arrived claim don expires gift join log miss now weurl your,1.10717E+18,,,,
 adda alert claim click exciting game gift hey join know rewards surprise tables weurl,1.10717E+18,,,,
 account adda challenge daily grab hurry join log login now ready reward surprise unveiled weurl your,1.10717E+18,,,,
 aapka account adda chuka claim click gift hai hey hurry know log now reward special weurl,1.10717E+18,,,,
 account adda don forget game get gift hey join know log rewarded surprise unwrap weurl,1.10717E+18,,,,
 adda beat claim free minutes now opponent play sit table ticket tourney weurl win winnings,1.10717E+18,,,,
 aaj abhi adda apna claim double gift hey hoga join karo khel log mazaa now reward saath surprise weurl,1.10717E+18,,,,
adarsh bank banking generated mobile successfully tpin via you,1.00736E+18,,,,
balance cash days expires extra free gamezy one play tiny use your,1.00715E+18,,,,
 aegon aegonlife cancellation efunded group insurance life paid plan plus premium processed request soon term the your,1.10716E+18,,,,
 customer visit,1.00767E+18,,,,
abc abcwellcare care com ltd password pvt transaction username visit welcomes well www you your,1.50717E+18,,,,
account adwin expires innovations led lighting masters otp please the use verify,1.00787E+18,,,,
 access affinity anyone app disclose otp please team your,1.20716E+18,,,,
 adamas for otp result rvs school system view your,1.20716E+18,,,,
alphavector delivery input kindly mobile order otp seamless verify,1.30716E+18,,,,
antraconnect antrat antraweb from login ltd otp pvt technologies your,1.00716E+18,,,,
 changed dear new onestoponlines password successfully thanks your,1.20716E+18,,,,
 aava number order placing thank water your,1.00716E+18,,,,
,1.00752E+18,,,,
 biggest congrats entry free hurry lakh left limited lvboy now playship pool prize register rummy seats tournament you,1.00725E+18,,,,
,1.00725E+18,,,,
,1.00733E+18,,,,
,1.00707E+18,,,,
 big bit claim deposit exclusive extra freecash https hurry just miss next offer playship rummy upon win you ype,1.00739E+18,,,,
